Task_ID,User_ID,User_Clearance,Policy_Level,Policy_Compartment,Action,Task_Difficulty,Requested_Resources,Decision,Reason,VM_ID,VM_Level,VM_Compartment,Eligible_VM_Count,Allocation_Score,In_Place_Scaled,Resource_Allocated,VM_Remaining_Resources_After,Alloc_Status_Key
436,user_L4,L4,L4,finance,read,medium,5,ALLOWED,GRANTED,vm-05,L4,finance,2,0.20873,no,5,118,alloc_status_436
437,user_L5,L5,L5,research,read,medium,5,ALLOWED,GRANTED,vm-06,L5,research,2,0.28478,no,5,87,alloc_status_437
438,user_L0,L0,L0,research,exec,easy,3,ALLOWED,GRANTED,vm-07,L0,research,1,0.22513,no,3,148,alloc_status_438
439,user_L1,L1,L1,finance,write,easy,3,ALLOWED,GRANTED,vm-20,L1,finance,1,0.2675,no,3,104,alloc_status_439
440,user_L2,L2,L2,research,read,easy,3,ALLOWED,GRANTED,vm-09,L2,research,1,0.264875,no,3,106,alloc_status_440
441,user_L3,L3,L3,finance,exec,medium,7,ALLOWED,GRANTED,vm-10,L3,finance,1,0.381355,no,7,148,alloc_status_441
442,user_L4,L4,L4,research,read,easy,4,ALLOWED,GRANTED,vm-11,L4,research,1,0.32808,yes,4,111,alloc_status_442
443,user_L5,L5,L5,finance,read,medium,5,ALLOWED,GRANTED,vm-12,L5,finance,1,0.391945,no,5,6,alloc_status_443
444,user_L0,L0,L0,finance,read,easy,2,ALLOWED,GRANTED,vm-13,L0,finance,2,0.036725,no,2,234,alloc_status_444
445,user_L1,L1,L1,research,write,easy,3,ALLOWED,GRANTED,vm-02,L1,research,2,0.13678,no,3,163,alloc_status_445
446,user_L2,L2,L2,finance,read,easy,4,ALLOWED,GRANTED,vm-15,L2,finance,2,0.13138,no,4,177,alloc_status_446
447,user_L3,L3,L3,research,exec,medium,7,ALLOWED,GRANTED,vm-16,L3,research,2,0.34301,no,7,66,alloc_status_447
448,user_L4,L4,L4,finance,read,medium,5,ALLOWED,GRANTED,vm-17,L4,finance,2,0.211375,no,5,113,alloc_status_448
449,user_L5,L5,L5,research,read,easy,4,ALLOWED,GRANTED,vm-18,L5,research,2,0.28793,no,4,92,alloc_status_449
450,user_L0,L0,L0,research,exec,easy,4,ALLOWED,GRANTED,vm-07,L0,research,1,0.231005,no,4,144,alloc_status_450
451,user_L1,L1,L1,finance,write,easy,3,ALLOWED,GRANTED,vm-20,L1,finance,1,0.273375,no,3,101,alloc_status_451
452,user_L2,L2,L2,research,read,easy,4,ALLOWED,GRANTED,vm-09,L2,research,1,0.27075,no,4,102,alloc_status_452
453,user_L3,L3,L3,finance,exec,medium,7,ALLOWED,GRANTED,vm-10,L3,finance,1,0.389165,no,7,141,alloc_status_453
454,user_L4,L4,L4,research,read,easy,3,ALLOWED,GRANTED,vm-11,L4,research,1,0.334355,no,3,108,alloc_status_454
455,user_L5,L5,L5,finance,read,easy,4,ALLOWED,GRANTED,vm-12,L5,finance,1,0.401745,no,4,2,alloc_status_455
456,user_L0,L0,L0,finance,read,easy,3,ALLOWED,GRANTED,vm-01,L0,finance,2,0.036825,no,3,214,alloc_status_456
457,user_L1,L1,L1,research,write,easy,3,ALLOWED,GRANTED,vm-14,L1,research,2,0.138475,no,3,190,alloc_status_457
458,user_L2,L2,L2,finance,read,easy,3,ALLOWED,GRANTED,vm-03,L2,finance,2,0.13297,no,3,165,alloc_status_458
459,user_L3,L3,L3,research,exec,medium,7,ALLOWED,GRANTED,vm-04,L3,research,2,0.34619,no,7,60,alloc_status_459
460,user_L4,L4,L4,finance,read,easy,4,ALLOWED,GRANTED,vm-05,L4,finance,2,0.218545,no,4,114,alloc_status_460
461,user_L5,L5,L5,research,read,easy,4,ALLOWED,GRANTED,vm-06,L5,research,2,0.294595,no,4,83,alloc_status_461
462,user_L0,L0,L0,research,exec,easy,4,ALLOWED,GRANTED,vm-07,L0,research,1,0.23883,no,4,140,alloc_status_462
463,user_L1,L1,L1,finance,write,easy,3,ALLOWED,GRANTED,vm-20,L1,finance,1,0.27925,no,3,98,alloc_status_463
464,user_L2,L2,L2,research,read,easy,4,ALLOWED,GRANTED,vm-09,L2,research,1,0.278575,no,4,98,alloc_status_464
465,user_L3,L3,L3,finance,exec,medium,8,ALLOWED,GRANTED,vm-10,L3,finance,1,0.396975,no,8,133,alloc_status_465
466,user_L4,L4,L4,research,read,medium,5,ALLOWED,GRANTED,vm-11,L4,research,1,0.339055,no,5,103,alloc_status_466
467,user_L5,L5,L5,finance,read,medium,6,ALLOWED,GRANTED,vm-12,L5,finance,1,0.332605,yes,6,71,alloc_status_467
468,user_L0,L0,L0,finance,read,easy,2,ALLOWED,GRANTED,vm-13,L0,finance,2,0.04065,no,2,232,alloc_status_468
469,user_L1,L1,L1,research,write,easy,3,ALLOWED,GRANTED,vm-02,L1,research,2,0.142655,no,3,160,alloc_status_469
470,user_L2,L2,L2,finance,read,easy,4,ALLOWED,GRANTED,vm-03,L2,finance,2,0.138845,no,4,161,alloc_status_470
471,user_L3,L3,L3,research,exec,medium,7,ALLOWED,GRANTED,vm-16,L3,research,2,0.356695,no,7,59,alloc_status_471
472,user_L4,L4,L4,finance,read,easy,4,ALLOWED,GRANTED,vm-17,L4,finance,2,0.22114,no,4,109,alloc_status_472
473,user_L5,L5,L5,research,read,easy,4,ALLOWED,GRANTED,vm-18,L5,research,2,0.29574,no,4,88,alloc_status_473
474,user_L0,L0,L0,research,exec,easy,4,ALLOWED,GRANTED,vm-07,L0,research,1,0.24664,no,4,136,alloc_status_474
475,user_L1,L1,L1,finance,write,easy,4,ALLOWED,GRANTED,vm-20,L1,finance,1,0.285125,no,4,94,alloc_status_475
476,user_L2,L2,L2,research,read,easy,3,ALLOWED,GRANTED,vm-09,L2,research,1,0.286385,no,3,95,alloc_status_476
477,user_L3,L3,L3,finance,exec,medium,7,ALLOWED,GRANTED,vm-10,L3,finance,1,0.40568,no,7,126,alloc_status_477
478,user_L4,L4,L4,research,read,easy,4,ALLOWED,GRANTED,vm-11,L4,research,1,0.34688,no,4,99,alloc_status_478
479,user_L5,L5,L5,finance,read,medium,5,ALLOWED,GRANTED,vm-12,L5,finance,1,0.342005,no,5,66,alloc_status_479
480,user_L0,L0,L0,finance,read,easy,1,ALLOWED,GRANTED,vm-01,L0,finance,2,0.0427,no,1,213,alloc_status_480
481,user_L1,L1,L1,research,write,easy,3,ALLOWED,GRANTED,vm-14,L1,research,2,0.14435,no,3,187,alloc_status_481
482,user_L2,L2,L2,finance,read,easy,3,ALLOWED,GRANTED,vm-15,L2,finance,2,0.13919,no,3,174,alloc_status_482
483,user_L3,L3,L3,research,exec,medium,8,ALLOWED,GRANTED,vm-04,L3,research,2,0.359875,no,8,52,alloc_status_483
484,user_L4,L4,L4,finance,read,easy,4,ALLOWED,GRANTED,vm-05,L4,finance,2,0.226355,no,4,110,alloc_status_484
485,user_L5,L5,L5,research,read,easy,4,ALLOWED,GRANTED,vm-06,L5,research,2,0.302405,no,4,79,alloc_status_485
486,user_L0,L0,L0,research,exec,easy,2,ALLOWED,GRANTED,vm-07,L0,research,1,0.254485,no,2,134,alloc_status_486
487,user_L1,L1,L1,finance,write,easy,4,ALLOWED,GRANTED,vm-20,L1,finance,1,0.292985,no,4,90,alloc_status_487
488,user_L2,L2,L2,research,read,easy,4,ALLOWED,GRANTED,vm-09,L2,research,1,0.29226,no,4,91,alloc_status_488
489,user_L3,L3,L3,finance,exec,medium,7,ALLOWED,GRANTED,vm-10,L3,finance,1,0.374025,yes,7,194,alloc_status_489
490,user_L4,L4,L4,research,read,easy,4,ALLOWED,GRANTED,vm-11,L4,research,1,0.353155,no,4,95,alloc_status_490
491,user_L5,L5,L5,finance,read,easy,4,ALLOWED,GRANTED,vm-12,L5,finance,1,0.349815,no,4,62,alloc_status_491
492,user_L0,L0,L0,finance,read,easy,2,ALLOWED,GRANTED,vm-13,L0,finance,2,0.04459,no,2,230,alloc_status_492
493,user_L1,L1,L1,research,write,easy,3,ALLOWED,GRANTED,vm-02,L1,research,2,0.14853,no,3,157,alloc_status_493
494,user_L2,L2,L2,finance,read,easy,2,ALLOWED,GRANTED,vm-15,L2,finance,2,0.145065,no,2,172,alloc_status_494
495,user_L3,L3,L3,research,exec,medium,8,ALLOWED,GRANTED,vm-16,L3,research,2,0.370395,no,8,51,alloc_status_495
496,user_L4,L4,L4,finance,read,medium,5,ALLOWED,GRANTED,vm-17,L4,finance,2,0.229,no,5,104,alloc_status_496
497,user_L5,L5,L5,research,read,easy,4,ALLOWED,GRANTED,vm-18,L5,research,2,0.3036,no,4,84,alloc_status_497
498,user_L0,L0,L0,research,exec,easy,4,ALLOWED,GRANTED,vm-07,L0,research,1,0.25839,no,4,130,alloc_status_498
499,user_L1,L1,L1,finance,write,medium,5,ALLOWED,GRANTED,vm-20,L1,finance,1,0.300795,no,5,85,alloc_status_499
500,user_L2,L2,L2,research,read,easy,4,ALLOWED,GRANTED,vm-09,L2,research,1,0.300105,no,4,87,alloc_status_500
501,user_L3,L3,L3,finance,exec,medium,8,ALLOWED,GRANTED,vm-10,L3,finance,1,0.378555,no,8,186,alloc_status_501
502,user_L4,L4,L4,research,read,easy,3,ALLOWED,GRANTED,vm-11,L4,research,1,0.359445,no,3,92,alloc_status_502
503,user_L5,L5,L5,finance,read,medium,5,ALLOWED,GRANTED,vm-12,L5,finance,1,0.356105,no,5,57,alloc_status_503
504,user_L0,L0,L0,finance,read,easy,3,ALLOWED,GRANTED,vm-01,L0,finance,2,0.044635,no,3,210,alloc_status_504
505,user_L1,L1,L1,research,write,easy,3,ALLOWED,GRANTED,vm-14,L1,research,2,0.150225,no,3,184,alloc_status_505
506,user_L2,L2,L2,finance,read,easy,4,ALLOWED,GRANTED,vm-03,L2,finance,2,0.146655,no,4,157,alloc_status_506
507,user_L3,L3,L3,research,exec,medium,7,ALLOWED,GRANTED,vm-04,L3,research,2,0.375565,no,7,45,alloc_status_507
508,user_L4,L4,L4,finance,read,easy,4,ALLOWED,GRANTED,vm-05,L4,finance,2,0.234165,no,4,106,alloc_status_508
509,user_L5,L5,L5,research,read,medium,6,ALLOWED,GRANTED,vm-06,L5,research,2,0.31025,no,6,73,alloc_status_509
510,user_L0,L0,L0,research,exec,easy,4,ALLOWED,GRANTED,vm-07,L0,research,1,0.266235,no,4,126,alloc_status_510
511,user_L1,L1,L1,finance,write,easy,3,ALLOWED,GRANTED,vm-20,L1,finance,1,0.31061,no,3,82,alloc_status_511
512,user_L2,L2,L2,research,read,easy,4,ALLOWED,GRANTED,vm-09,L2,research,1,0.30793,no,4,83,alloc_status_512
513,user_L3,L3,L3,finance,exec,medium,9,ALLOWED,GRANTED,vm-10,L3,finance,1,0.38372,no,9,177,alloc_status_513
514,user_L4,L4,L4,research,read,easy,4,ALLOWED,GRANTED,vm-11,L4,research,1,0.364145,no,4,88,alloc_status_514
515,user_L5,L5,L5,finance,read,medium,5,ALLOWED,GRANTED,vm-12,L5,finance,1,0.363915,no,5,52,alloc_status_515
516,user_L0,L0,L0,finance,read,easy,1,ALLOWED,GRANTED,vm-13,L0,finance,2,0.048495,no,1,229,alloc_status_516
517,user_L1,L1,L1,research,write,easy,4,ALLOWED,GRANTED,vm-02,L1,research,2,0.154405,no,4,153,alloc_status_517
518,user_L2,L2,L2,finance,read,easy,3,ALLOWED,GRANTED,vm-15,L2,finance,2,0.149005,no,3,169,alloc_status_518
519,user_L3,L3,L3,research,exec,medium,8,ALLOWED,GRANTED,vm-16,L3,research,2,0.38607,no,8,43,alloc_status_519
520,user_L4,L4,L4,finance,read,medium,5,ALLOWED,GRANTED,vm-17,L4,finance,2,0.238765,no,5,99,alloc_status_520
521,user_L5,L5,L5,research,read,easy,4,ALLOWED,GRANTED,vm-18,L5,research,2,0.31141,no,4,80,alloc_status_521
522,user_L0,L0,L0,research,exec,easy,4,ALLOWED,GRANTED,vm-07,L0,research,1,0.27406,no,4,122,alloc_status_522
523,user_L1,L1,L1,finance,write,easy,4,ALLOWED,GRANTED,vm-20,L1,finance,1,0.260135,yes,4,153,alloc_status_523
524,user_L2,L2,L2,research,read,easy,3,ALLOWED,GRANTED,vm-09,L2,research,1,0.31574,no,3,80,alloc_status_524
525,user_L3,L3,L3,finance,exec,medium,8,ALLOWED,GRANTED,vm-10,L3,finance,1,0.389525,no,8,169,alloc_status_525
526,user_L4,L4,L4,research,read,easy,4,ALLOWED,GRANTED,vm-11,L4,research,1,0.3704,no,4,84,alloc_status_526
527,user_L5,L5,L5,finance,read,easy,4,ALLOWED,GRANTED,vm-12,L5,finance,1,0.37174,no,4,48,alloc_status_527
528,user_L0,L0,L0,finance,read,easy,2,ALLOWED,GRANTED,vm-13,L0,finance,2,0.050465,no,2,227,alloc_status_528
529,user_L1,L1,L1,research,write,easy,4,ALLOWED,GRANTED,vm-14,L1,research,2,0.1561,no,4,180,alloc_status_529
530,user_L2,L2,L2,finance,read,easy,3,ALLOWED,GRANTED,vm-03,L2,finance,2,0.154515,no,3,154,alloc_status_530
531,user_L3,L3,L3,research,exec,medium,9,ALLOWED,GRANTED,vm-16,L3,research,2,0.335335,yes,9,109,alloc_status_531
532,user_L4,L4,L4,finance,read,easy,3,ALLOWED,GRANTED,vm-05,L4,finance,2,0.242025,no,3,103,alloc_status_532
533,user_L5,L5,L5,research,read,easy,4,ALLOWED,GRANTED,vm-18,L5,research,2,0.31922,no,4,76,alloc_status_533
534,user_L0,L0,L0,research,exec,easy,4,ALLOWED,GRANTED,vm-07,L0,research,1,0.28187,no,4,118,alloc_status_534
535,user_L1,L1,L1,finance,write,easy,3,ALLOWED,GRANTED,vm-20,L1,finance,1,0.266425,no,3,150,alloc_status_535
536,user_L2,L2,L2,research,read,easy,4,ALLOWED,GRANTED,vm-09,L2,research,1,0.321615,no,4,76,alloc_status_536
537,user_L3,L3,L3,finance,exec,medium,9,ALLOWED,GRANTED,vm-10,L3,finance,1,0.394675,no,9,160,alloc_status_537
538,user_L4,L4,L4,research,read,easy,4,ALLOWED,GRANTED,vm-11,L4,research,1,0.376675,no,4,80,alloc_status_538
539,user_L5,L5,L5,finance,read,medium,5,ALLOWED,GRANTED,vm-12,L5,finance,1,0.378015,no,5,43,alloc_status_539
540,user_L0,L0,L0,finance,read,easy,2,ALLOWED,GRANTED,vm-01,L0,finance,2,0.05051,no,2,208,alloc_status_540
541,user_L1,L1,L1,research,write,medium,5,ALLOWED,GRANTED,vm-02,L1,research,2,0.162215,no,5,148,alloc_status_541
542,user_L2,L2,L2,finance,read,easy,3,ALLOWED,GRANTED,vm-15,L2,finance,2,0.15488,no,3,166,alloc_status_542
543,user_L3,L3,L3,research,exec,medium,7,ALLOWED,GRANTED,vm-16,L3,research,2,0.349435,no,7,102,alloc_status_543
544,user_L4,L4,L4,finance,read,easy,4,ALLOWED,GRANTED,vm-05,L4,finance,2,0.2479,no,4,99,alloc_status_544
545,user_L5,L5,L5,research,read,easy,4,ALLOWED,GRANTED,vm-06,L5,research,2,0.322,no,4,69,alloc_status_545
546,user_L0,L0,L0,research,exec,easy,2,ALLOWED,GRANTED,vm-07,L0,research,1,0.289715,no,2,116,alloc_status_546
547,user_L1,L1,L1,finance,write,medium,5,ALLOWED,GRANTED,vm-20,L1,finance,1,0.271125,no,5,145,alloc_status_547
548,user_L2,L2,L2,research,read,easy,2,ALLOWED,GRANTED,vm-09,L2,research,1,0.32946,no,2,74,alloc_status_548
549,user_L3,L3,L3,finance,exec,medium,9,ALLOWED,GRANTED,vm-10,L3,finance,1,0.400495,no,9,151,alloc_status_549
550,user_L4,L4,L4,research,read,medium,5,ALLOWED,GRANTED,vm-11,L4,research,1,0.382965,no,5,75,alloc_status_550
551,user_L5,L5,L5,finance,read,medium,6,ALLOWED,GRANTED,vm-12,L5,finance,1,0.38584,no,6,37,alloc_status_551
552,user_L0,L0,L0,finance,read,easy,2,ALLOWED,GRANTED,vm-13,L0,finance,2,0.05437,no,2,225,alloc_status_552
553,user_L1,L1,L1,research,write,easy,3,ALLOWED,GRANTED,vm-14,L1,research,2,0.16391,no,3,177,alloc_status_553
554,user_L2,L2,L2,finance,read,easy,2,ALLOWED,GRANTED,vm-03,L2,finance,2,0.16039,no,2,152,alloc_status_554
555,user_L3,L3,L3,research,exec,medium,8,ALLOWED,GRANTED,vm-16,L3,research,2,0.360425,no,8,94,alloc_status_555
556,user_L4,L4,L4,finance,read,easy,4,ALLOWED,GRANTED,vm-17,L4,finance,2,0.24858,no,4,95,alloc_status_556
557,user_L5,L5,L5,research,read,medium,5,ALLOWED,GRANTED,vm-18,L5,research,2,0.32708,no,5,71,alloc_status_557
558,user_L0,L0,L0,research,exec,easy,2,ALLOWED,GRANTED,vm-07,L0,research,1,0.29362,no,2,114,alloc_status_558
559,user_L1,L1,L1,finance,write,easy,4,ALLOWED,GRANTED,vm-20,L1,finance,1,0.278935,no,4,141,alloc_status_559
560,user_L2,L2,L2,research,read,easy,4,ALLOWED,GRANTED,vm-09,L2,research,1,0.333365,no,4,70,alloc_status_560
561,user_L3,L3,L3,finance,exec,medium,7,ALLOWED,GRANTED,vm-10,L3,finance,1,0.4063,no,7,144,alloc_status_561
562,user_L4,L4,L4,research,read,easy,4,ALLOWED,GRANTED,vm-11,L4,research,1,0.390775,no,4,71,alloc_status_562
563,user_L5,L5,L5,finance,read,medium,5,ALLOWED,GRANTED,vm-12,L5,finance,1,0.39524,no,5,32,alloc_status_563
564,user_L0,L0,L0,finance,read,easy,2,ALLOWED,GRANTED,vm-01,L0,finance,2,0.05445,no,2,206,alloc_status_564
565,user_L1,L1,L1,research,write,easy,4,ALLOWED,GRANTED,vm-14,L1,research,2,0.169785,no,4,173,alloc_status_565
566,user_L2,L2,L2,finance,read,easy,3,ALLOWED,GRANTED,vm-15,L2,finance,2,0.160755,no,3,163,alloc_status_566
567,user_L3,L3,L3,research,exec,medium,8,ALLOWED,GRANTED,vm-16,L3,research,2,0.37295,no,8,86,alloc_status_567
568,user_L4,L4,L4,finance,read,medium,5,ALLOWED,GRANTED,vm-05,L4,finance,2,0.25571,no,5,94,alloc_status_568
569,user_L5,L5,L5,research,read,medium,5,ALLOWED,GRANTED,vm-06,L5,research,2,0.329825,no,5,64,alloc_status_569
570,user_L0,L0,L0,research,exec,easy,3,ALLOWED,GRANTED,vm-07,L0,research,1,0.29756,no,3,111,alloc_status_570
571,user_L1,L1,L1,finance,write,easy,4,ALLOWED,GRANTED,vm-20,L1,finance,1,0.285225,no,4,137,alloc_status_571
572,user_L2,L2,L2,research,read,easy,3,ALLOWED,GRANTED,vm-09,L2,research,1,0.34121,no,3,67,alloc_status_572
573,user_L3,L3,L3,finance,exec,medium,7,ALLOWED,GRANTED,vm-10,L3,finance,1,0.410845,no,7,137,alloc_status_573
574,user_L4,L4,L4,research,read,medium,5,ALLOWED,GRANTED,vm-11,L4,research,1,0.397065,no,5,66,alloc_status_574
575,user_L5,L5,L5,finance,read,medium,6,ALLOWED,GRANTED,vm-12,L5,finance,1,0.403085,no,6,26,alloc_status_575
576,user_L0,L0,L0,finance,read,easy,2,ALLOWED,GRANTED,vm-13,L0,finance,2,0.058295,no,2,223,alloc_status_576
577,user_L1,L1,L1,research,write,easy,3,ALLOWED,GRANTED,vm-02,L1,research,2,0.17203,no,3,145,alloc_status_577
578,user_L2,L2,L2,finance,read,easy,4,ALLOWED,GRANTED,vm-03,L2,finance,2,0.16428,no,4,148,alloc_status_578
579,user_L3,L3,L3,research,exec,medium,9,ALLOWED,GRANTED,vm-16,L3,research,2,0.385495,no,9,77,alloc_status_579
580,user_L4,L4,L4,finance,read,easy,4,ALLOWED,GRANTED,vm-17,L4,finance,2,0.25639,no,4,91,alloc_status_580
581,user_L5,L5,L5,research,read,medium,6,ALLOWED,GRANTED,vm-18,L5,research,2,0.336845,no,6,65,alloc_status_581
582,user_L0,L0,L0,research,exec,easy,4,ALLOWED,GRANTED,vm-07,L0,research,1,0.303435,no,4,107,alloc_status_582
583,user_L1,L1,L1,finance,write,easy,3,ALLOWED,GRANTED,vm-20,L1,finance,1,0.291515,no,3,134,alloc_status_583
584,user_L2,L2,L2,research,read,easy,4,ALLOWED,GRANTED,vm-09,L2,research,1,0.347085,no,4,63,alloc_status_584
585,user_L3,L3,L3,finance,exec,medium,9,DENIED,NO_MEMORY_CAPACITY,none,none,none,0,,no,0,0,alloc_status_585
586,user_L4,L4,L4,research,read,medium,5,ALLOWED,GRANTED,vm-11,L4,research,1,0.404875,no,5,61,alloc_status_586
587,user_L5,L5,L5,finance,read,medium,5,ALLOWED,GRANTED,vm-12,L5,finance,1,0.412485,no,5,21,alloc_status_587
588,user_L0,L0,L0,finance,read,easy,2,ALLOWED,GRANTED,vm-01,L0,finance,2,0.05834,no,2,204,alloc_status_588
589,user_L1,L1,L1,research,write,easy,4,ALLOWED,GRANTED,vm-14,L1,research,2,0.17761,no,4,169,alloc_status_589
590,user_L2,L2,L2,finance,read,easy,3,ALLOWED,GRANTED,vm-15,L2,finance,2,0.16663,no,3,160,alloc_status_590
591,user_L3,L3,L3,research,exec,medium,7,ALLOWED,GRANTED,vm-04,L3,research,2,0.38925,no,7,38,alloc_status_591
592,user_L4,L4,L4,finance,read,easy,4,ALLOWED,GRANTED,vm-17,L4,finance,2,0.26425,no,4,87,alloc_status_592
593,user_L5,L5,L5,research,read,medium,6,ALLOWED,GRANTED,vm-06,L5,research,2,0.339625,no,6,58,alloc_status_593
594,user_L0,L0,L0,research,exec,easy,3,ALLOWED,GRANTED,vm-07,L0,research,1,0.311245,no,3,104,alloc_status_594
595,user_L1,L1,L1,finance,write,easy,3,ALLOWED,GRANTED,vm-20,L1,finance,1,0.296215,no,3,131,alloc_status_595
596,user_L2,L2,L2,research,read,easy,3,ALLOWED,GRANTED,vm-09,L2,research,1,0.35491,no,3,60,alloc_status_596
597,user_L3,L3,L3,finance,exec,medium,7,DENIED,NO_MEMORY_CAPACITY,none,none,none,0,,no,0,0,alloc_status_597
598,user_L4,L4,L4,research,read,easy,4,ALLOWED,GRANTED,vm-11,L4,research,1,0.4127,no,4,57,alloc_status_598
599,user_L5,L5,L5,finance,read,easy,4,ALLOWED,GRANTED,vm-12,L5,finance,1,0.420295,no,4,17,alloc_status_599
600,user_L0,L0,L0,finance,read,easy,2,ALLOWED,GRANTED,vm-13,L0,finance,2,0.062235,no,2,221,alloc_status_600
601,user_L1,L1,L1,research,write,easy,4,ALLOWED,GRANTED,vm-02,L1,research,2,0.177905,no,4,141,alloc_status_601
602,user_L2,L2,L2,finance,read,easy,3,ALLOWED,GRANTED,vm-03,L2,finance,2,0.17214,no,3,145,alloc_status_602
603,user_L3,L3,L3,research,exec,medium,8,ALLOWED,GRANTED,vm-16,L3,research,2,0.399595,no,8,69,alloc_status_603
604,user_L4,L4,L4,finance,read,easy,4,ALLOWED,GRANTED,vm-05,L4,finance,2,0.265525,no,4,90,alloc_status_604
605,user_L5,L5,L5,research,read,medium,5,ALLOWED,GRANTED,vm-18,L5,research,2,0.348595,no,5,60,alloc_status_605
606,user_L0,L0,L0,research,exec,easy,4,ALLOWED,GRANTED,vm-07,L0,research,1,0.31712,no,4,100,alloc_status_606
607,user_L1,L1,L1,finance,write,easy,4,ALLOWED,GRANTED,vm-20,L1,finance,1,0.300915,no,4,127,alloc_status_607
608,user_L2,L2,L2,research,read,easy,4,ALLOWED,GRANTED,vm-09,L2,research,1,0.360785,no,4,56,alloc_status_608
609,user_L3,L3,L3,finance,exec,medium,8,DENIED,NO_MEMORY_CAPACITY,none,none,none,0,,no,0,0,alloc_status_609
610,user_L4,L4,L4,research,read,easy,4,ALLOWED,GRANTED,vm-11,L4,research,1,0.418975,no,4,53,alloc_status_610
611,user_L5,L5,L5,finance,read,easy,4,ALLOWED,GRANTED,vm-12,L5,finance,1,0.426585,no,4,13,alloc_status_611
612,user_L0,L0,L0,finance,read,easy,1,ALLOWED,GRANTED,vm-01,L0,finance,2,0.06228,no,1,203,alloc_status_612
613,user_L1,L1,L1,research,write,easy,4,ALLOWED,GRANTED,vm-14,L1,research,2,0.185455,no,4,165,alloc_status_613
614,user_L2,L2,L2,finance,read,easy,4,ALLOWED,GRANTED,vm-15,L2,finance,2,0.172505,no,4,156,alloc_status_614
615,user_L3,L3,L3,research,exec,medium,8,ALLOWED,GRANTED,vm-04,L3,research,2,0.402935,no,8,30,alloc_status_615
616,user_L4,L4,L4,finance,read,medium,5,ALLOWED,GRANTED,vm-17,L4,finance,2,0.27206,no,5,82,alloc_status_616
617,user_L5,L5,L5,research,read,medium,5,ALLOWED,GRANTED,vm-06,L5,research,2,0.35139,no,5,53,alloc_status_617
618,user_L0,L0,L0,research,exec,easy,3,ALLOWED,GRANTED,vm-07,L0,research,1,0.27328,yes,3,172,alloc_status_618
619,user_L1,L1,L1,finance,write,medium,5,ALLOWED,GRANTED,vm-20,L1,finance,1,0.307155,no,5,122,alloc_status_619
620,user_L2,L2,L2,research,read,easy,3,ALLOWED,GRANTED,vm-09,L2,research,1,0.368595,no,3,53,alloc_status_620
621,user_L3,L3,L3,finance,exec,medium,9,DENIED,NO_MEMORY_CAPACITY,none,none,none,0,,no,0,0,alloc_status_621
622,user_L4,L4,L4,research,read,easy,4,ALLOWED,GRANTED,vm-11,L4,research,1,0.369825,yes,4,124,alloc_status_622
623,user_L5,L5,L5,finance,read,medium,5,ALLOWED,GRANTED,vm-12,L5,finance,1,0.37048,yes,5,83,alloc_status_623
624,user_L0,L0,L0,finance,read,easy,1,ALLOWED,GRANTED,vm-01,L0,finance,2,0.064215,no,1,202,alloc_status_624
625,user_L1,L1,L1,research,write,easy,3,ALLOWED,GRANTED,vm-02,L1,research,2,0.185715,no,3,138,alloc_status_625
626,user_L2,L2,L2,finance,read,easy,3,ALLOWED,GRANTED,vm-03,L2,finance,2,0.178015,no,3,142,alloc_status_626
627,user_L3,L3,L3,research,exec,medium,8,ALLOWED,GRANTED,vm-16,L3,research,2,0.412105,no,8,61,alloc_status_627
628,user_L4,L4,L4,finance,read,easy,4,ALLOWED,GRANTED,vm-05,L4,finance,2,0.273335,no,4,86,alloc_status_628
629,user_L5,L5,L5,research,read,medium,5,ALLOWED,GRANTED,vm-18,L5,research,2,0.35841,no,5,55,alloc_status_629
630,user_L0,L0,L0,research,exec,easy,3,ALLOWED,GRANTED,vm-07,L0,research,1,0.27798,no,3,169,alloc_status_630
631,user_L1,L1,L1,finance,write,medium,5,ALLOWED,GRANTED,vm-20,L1,finance,1,0.315015,no,5,117,alloc_status_631
632,user_L2,L2,L2,research,read,easy,4,ALLOWED,GRANTED,vm-09,L2,research,1,0.37447,no,4,49,alloc_status_632
633,user_L3,L3,L3,finance,exec,medium,8,DENIED,NO_MEMORY_CAPACITY,none,none,none,0,,no,0,0,alloc_status_633
634,user_L4,L4,L4,research,read,medium,5,ALLOWED,GRANTED,vm-11,L4,research,1,0.375,no,5,119,alloc_status_634
635,user_L5,L5,L5,finance,read,medium,6,ALLOWED,GRANTED,vm-12,L5,finance,1,0.37704,no,6,77,alloc_status_635
636,user_L0,L0,L0,finance,read,easy,3,ALLOWED,GRANTED,vm-13,L0,finance,2,0.06614,no,3,218,alloc_status_636
637,user_L1,L1,L1,research,write,easy,3,ALLOWED,GRANTED,vm-02,L1,research,2,0.19159,no,3,135,alloc_status_637
638,user_L2,L2,L2,finance,read,easy,3,ALLOWED,GRANTED,vm-15,L2,finance,2,0.180315,no,3,153,alloc_status_638
639,user_L3,L3,L3,research,exec,medium,7,ALLOWED,GRANTED,vm-04,L3,research,2,0.418625,no,7,23,alloc_status_639
640,user_L4,L4,L4,finance,read,easy,3,ALLOWED,GRANTED,vm-05,L4,finance,2,0.281145,no,3,83,alloc_status_640
641,user_L5,L5,L5,research,read,easy,4,ALLOWED,GRANTED,vm-06,L5,research,2,0.361155,no,4,49,alloc_status_641
